ID,Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Count,Engine,Power,Seats,Mileage
275,Maruti,Swift VDI,2018,31025,Diesel,Manual,1,1248,74,5,28.4
276,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,2013,105000,Diesel,Manual,2,2179,120,8,12.05
277,Tata,Zest Quadrajet 1.3 75PS XE,2017,121900,Diesel,Manual,1,1248,74,5,22.95
278,Ford,EcoSport 1.0 Ecoboost Titanium Plus,2017,22695,Petrol,Manual,1,999,123.24,5,18.88
279,Maruti,Swift Dzire ZDI,2012,73000,Diesel,Manual,1,1248,74,5,23.4
280,Maruti,Alto 800 LXI,2016,32227,Petrol,Manual,1,796,47.3,5,22.74
281,Honda,City 1.5 S MT,2011,55000,Petrol,Manual,1,1497,118,5,17
282,Audi,Q7 3.0 TDI Quattro Technology,2018,11287,Diesel,Automatic,1,2967,241.4,7,12.07
283,Skoda,Laura 1.9 TDI AT Ambiente,2009,48000,Diesel,Automatic,2,1896,105,5,17
284,Hyundai,Verna 1.6 SX VTVT (O),2012,54308,Petrol,Manual,1,1591,121.3,5,17.1
285,Honda,City 1.5 V AT,2009,78442,Petrol,Automatic,1,1497,118,5,16.8
286,Hyundai,i20 Magna Optional 1.4 CRDi,2013,46000,Diesel,Manual,1,1396,88.8,5,21.9
287,Hyundai,i20 Sportz AT 1.4,2014,45051,Petrol,Automatic,1,1396,98.6,5,15
288,Volkswagen,Vento Diesel Highline,2011,69000,Diesel,Manual,1,1598,103.6,5,20.54
289,Honda,City i VTEC VX,2014,49000,Petrol,Manual,1,1497,117.3,5,17.4
290,Tata,Zest Quadrajet 1.3 75PS XE,2018,45000,Diesel,Manual,1,1248,74,5,22.95
291,BMW,5 Series 2003-2012 520d,2015,64000,Diesel,Automatic,1,1995,177,5,18.48
292,Maruti,Wagon R LXI Minor,2009,60000,Petrol,Manual,1,1061,67,5,18.9
293,Honda,Jazz VX,2015,62178,Petrol,Manual,1,1199,88.7,5,18.2
294,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,2012,58006,Diesel,Manual,1,1896,105,5,15
295,Hyundai,i10 Magna 1.2,2010,74000,Petrol,Manual,1,1197,78.9,5,20.36
296,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,2015,77771,Diesel,Automatic,1,2143,170,5,19.27
297,Hyundai,i10 Magna 1.2 iTech SE,2012,45275,Petrol,Manual,1,1197,78.9,5,20.36
298,Toyota,Innova Crysta 2.4 ZX MT,2016,48000,Diesel,Manual,1,2393,147.8,7,13.68
299,Audi,A6 2011-2015 2.0 TDI Technology,2015,31652,Diesel,Automatic,1,1968,174.33,5,17.68
300,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2010,109000,Diesel,Manual,2,2494,100.6,7,12.99
301,Volkswagen,Polo Petrol Trendline 1.2L,2015,31978,Petrol,Manual,1,1198,73.9,5,16.47
302,Maruti,Alto K10 LXI,2011,70000,Petrol,Manual,1,998,67.1,5,20.92
303,Honda,City i-VTEC CVT ZX,2017,15000,Petrol,Automatic,1,1497,117.3,5,18
304,Tata,Indigo LX,2013,59138,Diesel,Manual,1,1405,70,5,17
305,Audi,A6 2011-2015 2.0 TDI Premium Plus,2014,61726,Diesel,Automatic,1,1968,174.33,5,17.68
306,Mercedes-Benz,GLA Class 200 CDI SPORT,2015,48000,Diesel,Automatic,1,2143,136,5,17.9
307,Hyundai,Santro Xing XL,2006,58000,Petrol,Manual,2,1086,,5,0
308,Maruti,Swift VDI BSIV,2011,60020,Diesel,Manual,1,1248,,5,17.8
309,Maruti,Celerio VXI AT,2014,77815,Petrol,Automatic,1,998,67.04,5,23.1
310,Mercedes-Benz,GLE 250d,2017,29000,Diesel,Automatic,1,2143,201.15,5,17.9
311,Land Rover,Range Rover HSE Dynamic,2017,44000,Diesel,Automatic,1,2179,187.7,5,12.7
312,Volkswagen,Vento Diesel Trendline,2011,108626,Diesel,Manual,1,1598,103.6,5,20.54
313,Maruti,Omni 8 Seater BSIV,2012,71791,Petrol,Manual,1,796,35,5,14
314,Honda,Brio 1.2 VX MT,2012,91931,Petrol,Manual,1,1198,86.8,5,18.5
315,Tata,Sumo Delux,2000,158000,Diesel,Manual,2,2956,83.1,7,14.07
316,Tata,Indica Vista Aura 1.3 Quadrajet,2012,91183,Diesel,Manual,1,1248,75,5,18
317,Maruti,Wagon R LXI BS IV,2012,65000,Petrol,Manual,1,998,67.1,5,18.9
318,Mahindra,XUV500 W8 4WD,2015,88428,Diesel,Manual,1,2179,140,7,16
319,Tata,Indigo LS Dicor,2008,138000,Diesel,Manual,2,1396,70,5,17.1
320,Maruti,Ertiga Paseo VXI,2018,18000,Petrol,Manual,1,1373,93.7,7,16.02
321,Honda,Accord 2.4 A/T,2011,60000,Petrol,Automatic,1,2354,177.6,5,11.7
322,Maruti,Swift Dzire VDi,2012,48000,Diesel,Manual,1,1248,73.9,5,19.3
323,Ford,Fiesta EXi 1.4 TDCi Ltd,2009,160000,Diesel,Manual,1,1399,68,5,17.8
324,Honda,City ZX GXi,2008,40000,Petrol,Manual,1,1497,78,5,17.7
325,Audi,A6 2011-2015 2.0 TDI Premium Plus,2014,51495,Diesel,Automatic,1,1968,174.33,5,17.68
326,BMW,6 Series 640d Gran Coupe,2011,30000,Diesel,Automatic,1,2993,313,4,9.52
327,Audi,Q7 45 TDI Quattro Technology,2017,97430,Diesel,Automatic,1,2967,245,7,14.75
328,Maruti,Zen Estilo LXI Green (CNG),2008,42496,CNG,Manual,1,998,67.1,5,26.3
329,Hyundai,i20 1.4 CRDi Asta,2012,83000,Diesel,Manual,1,1396,90,5,23
330,Hyundai,i10 Sportz AT,2009,37000,Petrol,Automatic,3,1197,78.9,5,16.95
331,Honda,Jazz 1.2 V CVT i VTEC,2016,28503,Petrol,Automatic,1,1199,88.7,5,19
332,Maruti,Swift VDI BSIV,2015,76496,Diesel,Manual,1,1248,74,5,25.2
333,Hyundai,i20 Asta 1.2,2011,79152,Petrol,Manual,2,1197,82.85,5,18.5
334,Volkswagen,Polo Petrol Comfortline 1.2L,2011,32000,Petrol,Manual,1,1198,73.9,5,16.47
335,Maruti,Alto LXi,2009,35000,Petrol,Manual,1,796,46.3,5,19.7
336,Toyota,Corolla H4,2004,105000,Petrol,Automatic,2,1794,125,5,11.3
337,Maruti,Alto LXi,2006,56000,Petrol,Manual,2,796,46.3,5,19.7
338,Tata,Manza ELAN Quadrajet BS IV,2012,73000,Diesel,Manual,1,1248,88.8,5,21.12
339,Maruti,Alto LXi,2012,38000,Petrol,Manual,1,796,46.3,5,19.7
340,Skoda,Octavia Ambition Plus 2.0 TDI AT,2013,775000,Diesel,Automatic,1,1968,141,5,19.3
341,Toyota,Corolla H4,2008,80000,Petrol,Automatic,1,1794,125,5,11.3
342,Hyundai,i20 Asta Option 1.2,2016,24973,Petrol,Manual,1,1197,81.83,5,18.6
343,Maruti,Vitara Brezza LDi,2016,45000,Diesel,Manual,1,1248,88.5,5,24.3
344,Honda,City 1.5 V MT,2010,87430,Petrol,Manual,1,1497,118,5,17
345,Tata,Indica Vista Aqua 1.3 Quadrajet,2014,133944,Diesel,Manual,2,1248,75,5,18
346,Honda,Amaze S i-Dtech,2013,57000,Diesel,Manual,1,1498,98.6,5,25.8
347,Hyundai,EON D Lite Plus,2016,27904,Petrol,Manual,1,814,55.2,5,21.1
348,BMW,3 Series Luxury Line,2015,30717,Diesel,Automatic,2,1995,190,5,21.76
349,Hyundai,Verna 1.6 SX,2012,80000,Diesel,Manual,1,1582,126.32,5,22.32
350,Tata,Manza Club Class Quadrajet90 LS,2013,47304,Diesel,Manual,1,1248,88.8,5,21.02
351,Skoda,Octavia RS,2005,100000,Petrol,Automatic,1,1984,227,5,14.45
352,Maruti,Alto K10 VXI,2017,30000,Petrol,Manual,1,998,67.1,5,24.07
353,Ford,Ecosport 1.5 DV5 MT Titanium Optional,2014,68000,Diesel,Manual,1,1498,89.84,5,22.7
354,Chevrolet,Spark 1.0 LS,2011,21000,Petrol,Manual,2,995,62,5,18
355,Jaguar,XF 2.0 Diesel Portfolio,2017,21000,Diesel,Automatic,1,1999,177,5,19.33
356,Honda,CR-V RVi MT,2007,119000,Petrol,Manual,3,1997,141.1,5,13.1
357,Skoda,Superb L&K 1.8 TSI AT,2019,13747,Petrol,Automatic,1,1798,177.46,5,14.67
358,Hyundai,i10 Magna 1.2,2009,620000,Petrol,Manual,1,1197,78.9,5,20.36
359,Maruti,Swift LDI,2013,70000,Diesel,Manual,1,1248,74,5,22.9
360,Maruti,Swift Dzire VXi AT,2016,18000,Petrol,Automatic,1,1197,83.14,5,18.5
361,Nissan,Micra Diesel XV,2011,83000,Diesel,Manual,1,1461,63.1,5,23.08
362,Maruti,Swift Dzire Tour LDI,2015,130000,Diesel,Manual,1,1248,74,5,23.4
363,Ford,Fiesta Classic 1.4 Duratorq CLXI,2012,63400,Diesel,Manual,1,1399,67,5,17.8
364,Maruti,Zen LX,2003,65000,Petrol,Manual,1,993,60,5,17.3
365,Mini,Clubman Cooper S,2017,8350,Petrol,Manual,1,1998,192,5,13.8
366,Toyota,Etios GD,2014,45000,Diesel,Manual,1,1364,67.05,5,23.59
367,Maruti,Alto 800 2016-2019 LXI,2018,26200,Petrol,Manual,1,796,47.3,5,24.7
368,Maruti,Alto VXi,2011,11000,Petrol,Manual,3,796,47,5,18.9
369,BMW,X5 3.0d,2009,90000,Diesel,Automatic,2,2993,235,5,11
370,Nissan,Teana XV,2015,74000,Petrol,Automatic,2,2496,179.5,5,11.07
371,Hyundai,Grand i10 AT Asta,2015,37081,Petrol,Automatic,1,1197,82,5,18.9
372,Maruti,Vitara Brezza ZDi Plus,2017,39000,Diesel,Manual,1,1248,88.5,5,24.3
373,Audi,Q7 3.0 TDI Quattro Premium Plus,2008,99000,Diesel,Automatic,3,2967,241.4,7,12.07
374,Mercedes-Benz,GLA Class 200 CDI,2015,38000,Diesel,Automatic,1,2143,136,5,17.9
375,Maruti,800 AC,2007,72000,Petrol,Manual,3,796,37,4,16.1
376,Renault,Duster 85PS Diesel RxL,2015,93000,Diesel,Manual,2,1461,83.8,5,20.45
377,Toyota,Corolla Altis D-4D GL,2017,5900,Diesel,Manual,1,1364,87.2,5,21.43
378,Mercedes-Benz,New C-Class 220,2014,25000,Diesel,Manual,1,2148,170,5,15.8
379,Maruti,Ritz VDi,2010,68000,Diesel,Manual,2,1248,73.9,5,21.1
380,Honda,BRV i-VTEC V CVT,2017,35676,Petrol,Automatic,1,1497,117.3,7,16
381,Hyundai,Xcent 1.1 CRDi Base,2015,74310,Diesel,Manual,1,1120,71,5,24.4
382,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde,2014,59364,Diesel,Automatic,1,2143,203,5,14.21
383,Mercedes-Benz,B Class B180,2014,41380,Petrol,Automatic,2,1595,120.7,5,14.8
384,Mercedes-Benz,E-Class 2015-2017 E250 Edition E,2017,33900,Diesel,Automatic,1,2143,204,5,15
385,Honda,City i VTEC VX Option,2016,28000,Petrol,Manual,1,1497,117.3,5,17.8
386,Hyundai,Santro Xing XL eRLX Euro III,2007,50958,Petrol,Manual,1,1086,,5,17
387,Honda,City 1.5 S MT,2011,93982,Petrol,Manual,1,1497,118,5,17
388,Hyundai,Verna Transform VTVT,2010,95000,Petrol,Manual,1,1599,103.2,5,16.2
389,Jaguar,XE Portfolio,2017,9000,Petrol,Automatic,1,1999,246.74,5,13.5
390,Honda,Amaze S i-Vtech,2015,52516,Petrol,Manual,1,1198,86.7,5,18
391,Mini,Cooper Convertible 1.6,2015,20000,Petrol,Automatic,1,1598,122,4,18.86
392,Mercedes-Benz,S Class 2005 2013 S 350 CDI,2017,56451,Diesel,Automatic,1,2987,282,5,13.5
393,Hyundai,EON Magna Plus,2014,37000,Petrol,Manual,1,814,55.2,5,21.1
394,Maruti,Wagon R VXI BS IV,2014,17400,Petrol,Manual,1,998,67.04,5,20.51
395,Maruti,Ritz LDi,2011,90207,Diesel,Manual,1,1248,73.9,5,21.1
396,BMW,3 Series 320d Sedan,2011,89616,Diesel,Automatic,1,1995,181,5,16.07
397,Tata,Xenon XT EX 4X2,2014,85000,Diesel,Manual,1,2179,138.03,5,13.49
398,Audi,A3 35 TDI Attraction,2014,79271,Diesel,Automatic,1,1968,143,5,20.38
399,Land Rover,Range Rover 2.2L Dynamic,2012,56000,Diesel,Automatic,1,2179,187.7,5,12.7
400,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,2010,85001,Diesel,Automatic,2,2987,224,7,12
401,Mitsubishi,Pajero Sport 4X2 AT DualTone BlackTop,2018,12000,Diesel,Automatic,1,2477,175.56,7,13.5
402,Maruti,Alto LX,2010,125000,Petrol,Manual,1,796,46.3,5,19.7
403,Maruti,Wagon R LXI BSIII,2013,53000,Petrol,Manual,1,1061,64,5,14
404,Land Rover,Range Rover 2.2L Prestige,2017,34990,Diesel,Automatic,1,2179,187.7,5,12.7
405,Hyundai,Verna 1.6 SX VTVT,2011,49768,Petrol,Manual,2,1591,121.3,5,17.01
406,BMW,5 Series 525d Sedan,2013,56000,Diesel,Automatic,1,2993,218,5,16.73
407,Jaguar,XF Diesel,2013,75000,Diesel,Automatic,1,2993,270.9,5,14.74
408,Skoda,Superb Elegance 1.8 TSI AT,2010,57000,Petrol,Automatic,1,1798,157.75,5,13.7
409,Audi,Q3 35 TDI Quattro Premium,2017,37542,Diesel,Automatic,1,1968,174.33,5,15.73
410,Land Rover,Range Rover 2.2L Pure,2014,95649,Diesel,Automatic,1,2179,187.7,5,12.7
411,Mercedes-Benz,New C-Class 220 CDI AT,2013,35299,Diesel,Automatic,1,2143,170,5,14.84
412,Mahindra,Scorpio S10 4WD,2017,28464,Diesel,Manual,1,2179,120,7,15.4
413,BMW,3 Series Luxury Line,2015,41000,Diesel,Automatic,1,1995,190,5,21.76
414,Honda,BR-V i-VTEC S MT,2017,9000,Petrol,Manual,1,1497,117.3,7,15.4
415,Volvo,S80 2006-2013 D5,2010,92098,Diesel,Automatic,2,2400,215,5,16
416,Hyundai,Accent GLE,2005,5834,Petrol,Manual,1,1495,94,5,13.2
417,Hyundai,i20 Active SX Petrol,2017,40250,Petrol,Manual,1,1197,81.86,5,17.19
418,Mercedes-Benz,GLC 43 AMG Coupe,2018,22397,Petrol,Automatic,1,2996,367,5,11.5
419,Hyundai,EON Magna Plus,2015,20800,Petrol,Manual,2,814,55.2,5,21.1
420,Hyundai,Grand i10 SportZ Edition,2018,40322,Petrol,Manual,1,1197,81.86,5,18.9
421,Honda,City 1.5 EXI S,2013,52576,Petrol,Manual,1,1493,100,5,13
422,Volkswagen,Polo Petrol Trendline 1.2L,2010,55000,Petrol,Manual,1,1198,73.9,5,16.47
423,Audi,A6 35 TFSI Matrix,2016,47000,Petrol,Automatic,1,1798,187.74,5,15.26
424,Volkswagen,Jetta 2007-2011 1.9 L TDI,2010,42021,Diesel,Manual,1,1968,,5,0
425,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,2017,23163,Petrol,Manual,1,1591,121.3,5,15.29
426,Mercedes-Benz,New C-Class C 200 CGI Avantgarde,2011,50000,Petrol,Automatic,2,1796,186,5,11.74
427,Mini,Cooper Convertible S,2014,11900,Petrol,Automatic,1,1998,189.08,4,16.82
428,Hyundai,Santro Xing XO eRLX Euro II,2006,108000,Petrol,Manual,2,1086,,5,17
429,Toyota,Etios VD,2013,37000,Diesel,Manual,1,1364,67.04,5,23.59
430,Honda,Brio S MT,2014,30000,Petrol,Manual,2,1198,86.8,5,19.4
431,Maruti,Baleno Alpha Automatic,2018,12831,Petrol,Automatic,1,1197,83.1,5,21.4
432,Skoda,Laura Ambiente 2.0 TDI CR AT,2012,143017,Diesel,Automatic,1,1968,138.1,5,20
433,Hyundai,EON Era Plus,2018,13102,Petrol,Manual,1,814,55.2,5,21.1
434,Renault,Captur 1.5 Diesel RXL,2019,24950,Diesel,Manual,1,1461,108.45,5,20.37
435,BMW,5 Series 2003-2012 GT 530d LE,2011,57832,Diesel,Automatic,1,2993,258,5,16.2
436,Maruti,Alto 800 LXI,2016,34267,Petrol,Manual,1,796,47.3,5,22.74
437,Volvo,V40 D3,2015,33000,Diesel,Automatic,2,1984,150,5,16.8
438,Maruti,Wagon R LXI BSII,2007,55100,Petrol,Manual,1,998,67.1,5,18.9
439,Honda,City ZX GXi,2008,40000,Petrol,Manual,1,1497,78,5,17.7
440,Maruti,Eeco 5 STR With AC Plus HTR CNG,2017,31841,CNG,Manual,1,1196,73,5,15.1
441,Chevrolet,Enjoy 1.4 LS 8,2014,15000,Petrol,Manual,1,1399,98.79,8,13.7
442,Mahindra,Bolero ZLX,2016,82756,Diesel,Manual,1,2523,62.1,7,15.96
443,Hyundai,Santro GLS I - Euro I,2012,50243,Petrol,Manual,1,1086,,5,0
444,Hyundai,EON D Lite,2014,20600,Petrol,Manual,1,814,55.2,5,21.1
445,Hyundai,Creta 1.6 SX Plus Petrol Automatic,2017,29952,Petrol,Automatic,1,1591,121.3,5,13
446,Volkswagen,Vento 1.6 Comfortline,2017,15000,Petrol,Manual,2,1598,103.5,5,16.09
447,Honda,Civic 2006-2010 1.8 S AT,2008,61938,Petrol,Automatic,2,1799,130,5,12.9
448,Tata,Indica Vista Quadrajet LS,2014,67000,Diesel,Manual,1,1248,74,5,22.3
449,Mahindra,XUV500 W8 2WD,2013,61672,Diesel,Manual,1,2179,140,7,16
450,Hyundai,i20 1.2 Asta Option,2017,26185,Petrol,Manual,1,1197,81.83,5,18.6
451,Audi,Q5 30 TDI quattro Premium Plus,2014,38000,Diesel,Automatic,2,1968,174.3,5,14.16
452,Maruti,Ritz VXi,2011,67000,Petrol,Manual,2,1197,85.8,5,18.5
453,Mitsubishi,Cedia Sports,2010,66000,Petrol,Manual,2,1999,114,5,13.17
454,Toyota,Innova 2.5 V Diesel 7-seater,2015,80883,Diesel,Manual,1,2494,102,7,12.8
455,Maruti,Celerio LDi,2016,80219,Diesel,Manual,1,793,47,5,27.62
456,Maruti,S-Cross Delta DDiS 200 SH,2018,12923,Diesel,Manual,1,1248,88.5,5,25.1
457,Audi,Q3 35 TDI Quattro Premium Plus,2016,86642,Diesel,Automatic,1,1968,181,5,15.17
458,BMW,3 Series Luxury Line,2016,19235,Diesel,Automatic,1,1995,190,5,21.76
459,Audi,Q7 4.2 TDI Quattro Technology,2016,51002,Diesel,Automatic,1,4134,335.2,7,11.33
460,Hyundai,i20 2015-2017 Asta 1.2,2016,6800,Petrol,Manual,1,1197,81.83,5,18.6
461,Renault,Duster 110PS Diesel RxL,2012,82749,Diesel,Manual,1,1461,108.45,5,19.01
462,Hyundai,Xcent 1.1 CRDi S Celebration Edition,2016,51000,Diesel,Manual,1,1120,71,5,24.4
463,Ford,Ecosport 1.5 DV5 MT Titanium,2014,31465,Diesel,Manual,1,1498,89.84,5,22.7
464,Volkswagen,Polo Petrol Trendline 1.2L,2013,76476,Petrol,Manual,1,1198,73.9,5,16.47
465,Hyundai,Grand i10 CRDi Magna,2017,14000,Diesel,Manual,1,1120,70,5,24
466,Tata,Manza Aqua Quadrajet BS IV,2013,47000,Diesel,Manual,1,1248,88.8,5,21.12
467,Honda,City 1.5 V MT,2011,48466,Petrol,Manual,1,1497,118,5,17
468,Hyundai,Santro Xing GLS,2008,46000,Petrol,Manual,2,1086,62.1,5,17.92
469,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2012,162663,Diesel,Manual,1,2494,100,7,12.99
470,Maruti,Ciaz 1.3 S,2017,25142,Diesel,Manual,1,1248,88.5,5,28.09
471,Toyota,Fortuner 4x4 MT TRD Sportivo,2013,69000,Diesel,Manual,1,2982,169,7,12.55
472,Ford,Fiesta 1.6 SXI ABS Duratec,2009,80524,Petrol,Manual,2,1596,,5,15.3
473,Mercedes-Benz,E-Class E 220 d,2018,26405,Petrol,Automatic,1,1950,191.34,5,12.6
474,Mercedes-Benz,New C-Class 220 CDI MT,2014,45000,Diesel,Manual,1,2148,170,5,15.8
475,Skoda,Yeti Ambition 4X2,2012,64284,Diesel,Manual,1,1968,108.49,5,17.72
476,Hyundai,Grand i10 Sportz,2015,27000,Petrol,Manual,1,1197,82,5,18.9
477,Ford,Figo 2015-2019 1.2P Titanium MT,2018,3678,Petrol,Manual,1,1196,86.8,5,18.16
478,Skoda,Octavia Ambition 1.4 TSI MT,2013,21000,Petrol,Manual,1,1395,138.02,5,16.8
479,Renault,Duster 85PS Diesel RxL Option,2015,67000,Diesel,Manual,2,1461,83.8,5,19.87
480,Land Rover,Range Rover Evoque 2.0 TD4 Pure,2015,24000,Diesel,Automatic,2,1999,177,5,15.68
481,Ford,Figo Diesel EXI,2011,75000,Diesel,Manual,2,1399,68,5,20
482,Ford,Endeavour Hurricane Limited Edition,2008,179000,Diesel,Automatic,2,2953,156,7,12.8
483,Toyota,Fortuner 4x4 MT,2017,47198,Diesel,Manual,1,2982,168.5,7,12.55
484,Volkswagen,Polo Diesel Comfortline 1.2L,2012,52000,Diesel,Manual,1,1199,73.9,5,22.07
485,Maruti,Ritz VDi,2011,91000,Diesel,Manual,1,1248,73.94,5,23.2
486,Nissan,Micra Diesel XV Premium,2013,60000,Diesel,Manual,1,1461,63.1,5,23.08
487,Hyundai,Verna 1.6 SX,2013,37873,Diesel,Manual,1,1582,126.32,5,22.32
488,BMW,5 Series 2003-2012 523i,2011,31000,Petrol,Automatic,1,2497,150,5,10.8
489,Mercedes-Benz,GLS 350d 4MATIC,2017,129000,Diesel,Automatic,1,2987,258,7,11
490,Honda,CR-V 2.4L 4WD AT,2004,78000,Petrol,Automatic,1,2354,187.4,5,12
491,Hyundai,Creta 1.6 CRDi AT SX Plus,2016,32000,Diesel,Automatic,1,1582,126.2,5,17.01
492,Hyundai,i10 Era,2010,59000,Petrol,Manual,2,1086,68.05,5,19.81
493,Mercedes-Benz,A Class A200 CDI Sport,2016,35437,Diesel,Automatic,1,2143,136,5,20
494,Maruti,Ertiga VXI,2014,98000,Petrol,Manual,1,1373,93.7,7,16.02
495,Skoda,Octavia Classic 1.9 TDI MT,2006,72000,Diesel,Manual,2,1896,66,5,18.7
496,Honda,Amaze VX i-Vtech,2015,79000,Petrol,Manual,1,1198,86.7,5,18
497,Maruti,Zen LXi BSII,2004,29000,Petrol,Manual,1,993,60,5,17.3
498,Maruti,SX4 ZXI MT BSIV,2013,66012,Petrol,Manual,1,1586,103.3,5,15.5
499,Honda,Brio VX AT,2014,35000,Petrol,Automatic,1,1198,86.8,5,16.5
500,Maruti,Wagon R VXI,2011,75000,Petrol,Manual,1,998,67.1,5,18.9
501,Toyota,Camry A/T,2008,80000,Petrol,Automatic,2,2362,164.7,5,12.1
502,Chevrolet,Beat LS,2012,32717,Petrol,Manual,1,1199,79.4,5,18.6
503,Toyota,Fortuner 4x4 AT,2017,25000,Diesel,Automatic,1,2982,168.5,7,12.55
504,Ford,Ecosport 1.5 DV5 MT Titanium Optional,2014,79000,Diesel,Manual,1,1498,89.84,5,22.7
505,Maruti,Swift Vdi BSIII,2010,86000,Diesel,Manual,2,1248,75,5,17.8
506,Mercedes-Benz,S Class 2005 2013 S 350 CDI,2010,137000,Diesel,Automatic,1,2987,282,5,13.5
507,Honda,Mobilio S i VTEC,2015,25000,Petrol,Manual,2,1497,117.3,7,17.3
508,Hyundai,Grand i10 Sportz,2017,8500,Petrol,Manual,2,1197,82,5,18.9
509,Mahindra,XUV500 AT W8 FWD,2015,34000,Diesel,Automatic,1,2179,140,7,16
510,Skoda,Fabia 1.6 MPI Elegance,2012,41629,Petrol,Manual,2,1598,105,5,14.83
511,Hyundai,Santro Xing GLS,2009,80227,Petrol,Manual,1,1086,62.1,5,17.92
512,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,2019,8587,Petrol,Manual,1,1591,121.3,5,15.29
513,Mahindra,Scorpio 1.99 S8,2017,30000,Diesel,Manual,1,1997,120,7,15.4
514,Skoda,Rapid 1.6 TDI Ambition,2013,64186,Diesel,Manual,1,1598,103.5,5,20.5
515,Renault,Duster 110PS Diesel RxZ,2015,76427,Diesel,Manual,1,1461,108.45,5,19.01
516,BMW,X5 xDrive 30d,2011,75000,Diesel,Automatic,1,2993,245,5,11.7
517,Toyota,Etios G,2013,27075,Petrol,Manual,1,1496,88.73,5,17.6
518,Maruti,Wagon R LXI,2012,30000,Petrol,Manual,1,998,67.04,5,22.5
519,Hyundai,Creta 1.6 SX,2016,69434,Petrol,Manual,1,1591,121.3,5,15.8
520,Maruti,Celerio VXI,2014,56000,Petrol,Manual,1,998,67.04,5,23.1
521,Land Rover,Range Rover HSE Dynamic,2017,49275,Diesel,Automatic,1,2179,187.7,5,12.7
522,Chevrolet,Beat LT,2014,8700,Petrol,Manual,1,1199,76.8,5,18.6
523,Tata,Nano Twist XT,2014,18000,Petrol,Manual,2,624,37.5,4,25.4
524,Audi,A6 2011-2015 35 TDI Technology,2017,41041,Diesel,Automatic,1,1968,174.33,5,17.68
525,Mercedes-Benz,E-Class 280 CDI,2009,80464,Diesel,Automatic,2,2987,198.5,5,11
526,Maruti,Swift VXI,2019,20667,Petrol,Manual,1,1197,81.8,5,22
527,Fiat,Linea T Jet,2013,60283,Petrol,Manual,1,1368,112,5,14.6
528,Maruti,Swift VXI Optional,2017,31696,Petrol,Manual,1,1197,81.8,5,20.4
529,Toyota,Fortuner 3.0 Diesel,2010,100000,Diesel,Manual,1,2982,171,7,11.5
530,Maruti,Ertiga ZXI,2014,13361,Petrol,Manual,1,1373,93.7,7,16.02
531,BMW,3 Series 320i Sedan,2010,48394,Petrol,Automatic,1,1995,154,5,12.05
532,Maruti,Ertiga VXI,2014,47399,Petrol,Manual,1,1373,93.7,7,16.02
533,Honda,City 1.5 V AT,2010,69000,Petrol,Automatic,2,1497,118,5,16.8
534,Hyundai,Santa Fe 4X4,2013,65278,Diesel,Manual,1,2199,194.3,7,14.66
535,Tata,Indigo LS,2005,108000,Diesel,Manual,1,1405,70,5,17
536,Mercedes-Benz,E-Class 2009-2013 E 250 Elegance,2010,50645,Petrol,Automatic,2,2497,204,5,10.93
537,Maruti,Swift Dzire LDi,2011,130002,Diesel,Manual,1,1248,73.9,5,19.3
538,Ford,Fiesta Classic 1.4 Duratorq CLXI,2012,107000,Diesel,Manual,1,1399,67,5,17.8
539,Honda,City i VTEC CVT VX,2015,41950,Petrol,Automatic,1,1497,117.3,5,18
540,Toyota,Fortuner 4x2 Manual,2012,109000,Diesel,Manual,1,2982,168.5,7,13
541,Honda,Amaze VX O i VTEC,2016,9000,Petrol,Manual,1,1198,86.7,5,18
542,Hyundai,i20 Asta 1.4 CRDi,2014,43900,Diesel,Manual,1,1396,88.73,5,22.54
543,Chevrolet,Enjoy TCDi LTZ 7 Seater,2013,64000,Diesel,Manual,2,1248,73.8,7,18.2
544,Mercedes-Benz,New C-Class Progressive C 200,2019,13190,Petrol,Automatic,1,1950,181.43,5,0
545,Maruti,SX4 ZXI AT Leather,2009,77652,Petrol,Automatic,1,1586,103.2,5,12.6
546,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2012,55000,Diesel,Manual,1,2494,100,7,12.99
547,BMW,5 Series 2003-2012 520d,2012,59900,Diesel,Automatic,2,1995,177,5,18.48
548,Renault,Duster 110PS Diesel RxZ,2015,73539,Diesel,Manual,1,1461,108.45,5,19.01
549,BMW,X1 sDrive 20d xLine,2017,31645,Diesel,Automatic,1,1995,190,5,20.68
550,Honda,City ZX GXi,2009,69690,Petrol,Manual,1,1497,78,5,17.7
551,Maruti,Ciaz RS ZDi Plus SHVS,2016,41000,Diesel,Manual,1,1248,88.5,5,28.09
552,Maruti,Swift Dzire VXi,2010,109200,Petrol,Manual,2,1298,85.8,5,17.5
